INSTNM,ZIP,ZIP5,lat,lon
Career Technical Institute,20005,20005,38.9067,-77.0312
Northwest Vista College,78251,78251,29.4597,-98.6555
ITT Technical Institute-Getzville,14068-0327,14068,43.024,-78.7532
Oconee Fall Line Technical College,31082,31082,32.975,-82.8406
York County Community College,04090,04090,43.3144,-70.5969
Northeast Technology Center-Afton,74331,74331,36.6296,-94.9432
Western Suffolk BOCES,11768,11768,40.9051,-73.3309
Sanford-Brown College-Atlanta,30328,30328,33.9335,-84.3958
Sanford-Brown College-Middleburg Heights,44130,44130,41.3826,-81.7964
Gutenberg College,97403,97403,44.0385,-123.0614
Arkansas State University-Mountain Home,72653,72653,36.3312,-92.3753
Columbia Gorge Community College,97058,97058,45.5995,-121.1905
Arizona State University-Polytechnic,85212,85212,33.3425,-111.6353
Colleen O'Haras Beauty Academy,92701-0000,92701,33.7523,-117.8541
Tillamook Bay Community College,97141,97141,45.4492,-123.8189
Argosy University-Schaumburg,60173-5403,60173,42.0581,-88.0482
Manhattan School of Computer Technology,11230-1401,11230,40.6225,-73.965
University of Phoenix-Louisiana Campus,70001-2082,70001,29.9871,-90.1695
University of Phoenix-Detroit Campus,48076-4400,48076,42.4981,-83.2058
Ross College-Hopkinsville,42240-4948,42240,36.8621,-87.4851
Indian Capital Technology Center-Sallisaw,74955,74955,35.4852,-94.779
Indian Capital Technology Center-Stilwell,74960,74960,35.8107,-94.6313
Globelle Technical Institute,00693-0000,00693,,
Motif Beauty Academy,40391-1958,40391,37.9872,-84.1789
Paul Mitchell the School-St. George,84770-0000,84770,37.1041,-113.5841
New York Paralegal School,10007,10007,40.7139,-74.007
Cadillac Institute of Cosmetology,49601-1800,49601,44.2504,-85.43
Arizona College of Nursing-Tempe,85282-1840,85282,33.3917,-111.9249
Vanguard-Sentinel Adult Career and Technology Center,43420,43420,41.3498,-83.1181
Academy of Beauty Professionals,64083-9195,64083,38.8019,-94.4529
Living Arts College,27614-7076,27614,35.9457,-78.6433
New York Conservatory for Dramatic Arts,10011-4225,10011,40.7402,-73.9996
Eastern International College-Jersey City,07306,07306,40.7321,-74.066
Academia Serrant Inc,00717-1250,00717,,
Advocate Illinois Masonic School of Radiologic Technology,60657,60657,41.9399,-87.6528
San Joaquin Valley College-Trades Education Center,93727-1501,93727,36.7528,-119.7061
Pacific College,92626-3402,92626,33.6801,-117.9085
American College of Healthcare and Technology,92505,92505,33.9228,-117.4867
Compu-Med Vocational Careers Corp,33012-4861,33012,25.8654,-80.3059
Advantage Technical College,00674,00674,,
Mid Cities Barber College,75051-4892,75051,32.7115,-97.0069
Georgia Military College - Columbus,31909-4460,31909,32.5369,-84.9274
American Commercial College-Wichita Falls,76310,76310,33.8581,-98.5755
Midwestern University-Glendale,85308,85308,33.6539,-112.1694
Oregon Coast Community College,97366,97366,44.5712,-124.06
Harrison College-Evansville,47715-4601,47715,37.9678,-87.4855
Le Cordon Bleu College of Culinary Arts-Pasadena,91101,91101,34.1468,-118.1391
American Pacific College,91405,91405,34.2001,-118.4456
Kaplan College-Panorama City,91402-4222,91402,34.2262,-118.447
Gwinnett College-Sandy Springs,30328,30328,33.9335,-84.3958
Beacon University,31909-4663,31909,32.5369,-84.9274
Pyramid Career Institute,60657-4207,60657,41.9399,-87.6528
Lincoln Technical Institute-Brockton,02301-1818,02301,42.0794,-71.04
Mildred Elley-Pittsfield Campus,01201-5300,01201,42.4531,-73.2471
Embry-Riddle Aeronautical University-Worldwide,32114-3900,32114,29.2012,-81.0371
Computer Systems Institute,60077,60077,42.0345,-87.7541
Merkaz Bnos-Business School,11214,11214,40.6016,-73.9968
Lia Schorr Institute of Cosmetic Skin Care Training,10019,10019,40.7651,-73.9858
ITT Technical Institute-Webster,77598,77598,29.5564,-95.144
CET-Alexandria,22312,22312,38.8191,-77.1484
CET-Durham,27701,27701,35.9967,-78.8966
Aviation Institute of Maintenance-Norfolk,23518,23518,36.9202,-76.216
Centura College-Richmond Main,23235-5250,23235,37.5133,-77.5646
Osceola Technical College,34744,34744,28.3078,-81.3681
Miami Ad School,33137,33137,25.8156,-80.1897
Green Country Technology Center,74447-1217,74447,35.6288,-95.9697
Askins Vo-Tech,72908,72908,35.3219,-94.4028
Nova College de Puerto Rico,00960,00960,,
Styles and Profiles Beauty College,38375,38375,35.1691,-88.5958
Kaplan Career Institute,87109,87109,35.1506,-106.569
John Wesley International Barber and Beauty College,90813,90813,33.782,-118.1835
Miller-Motte College-Platt College-Lawton,73501,73501,34.5915,-98.3698
Southeastern College-West Palm Beach,33409,33409,26.7162,-80.0965
Ottawa University-Milwaukee,53005,53005,43.0622,-88.098
Argosy University-Tampa,33607,33607,27.9625,-82.4895
The Illinois Institute of Art-Schaumburg,60173-4913,60173,42.0581,-88.0482
Cambria-Rowe Business College-Indiana,15701,15701,40.6196,-79.1596
Klamath Community College,97603-7121,97603,42.1919,-121.7241
The Art Institute of Phoenix,85021-2859,85021,33.56,-112.0927
Academia Vocational Del Turabo,00725,00725,,
Michigan Theological Seminary,48170,48170,42.3688,-83.4799
American College of Acupuncture and Oriental Med,77063-4104,77063,29.7348,-95.522
AOMA Graduate School of Integrative Medicine,78745,78745,30.2063,-97.7956
Arlington Medical Institute,76006-2317,76006,32.7785,-97.0834
Urban College of Boston,02116,02116,42.3492,-71.0768
ITT Technical Institute-Henderson,89074,89074,36.0384,-115.0857
Anthem College-Minnesota,55416,55416,44.9497,-93.3373
Colorado Technical University-Greenwood Village,80014,80014,39.6662,-104.835
Branford Hall Career Institute-Windsor Campus,06095,06095,41.8561,-72.6639
Trine University-South Bend Regional Campus,46545,46545,41.6835,-86.1682
Heald College-Portland,97218-2852,97218,45.56,-122.6001
Golf Academy of America-Orlando,32703,32703,28.6354,-81.4888
Golf Academy of America-Phoenix,85225,85225,33.3105,-111.8239
Everest College-Merrillville,46410,46410,41.4957,-87.3509
Empire Beauty School-Bordentown,08505,08505,40.1431,-74.7032
Empire Beauty School-Monroeville,15146-2229,15146,40.429,-79.7623
Southern Careers Institute-San Antonio,78221,78221,29.3309,-98.5054
Cortiva Institute-Virginia,22901,22901,38.0936,-78.5611
ITT Technical Institute-Hialeah,33015,33015,25.9388,-80.3165
CET-Sacramento,95828,95828,38.4826,-121.4006
ITT Technical Institute-Harrisburg,17111,17111,40.2721,-76.8017
ITT Technical Institute-Tarentum,15084,15084,40.6187,-79.7852
ITT Technical Institute-Norwood,45212,45212,39.1642,-84.4522
ITT Technical Institute-Strongsville,44136,44136,41.3132,-81.8285
Prism Career Institute-West Atlantic City,08232,08232,39.3876,-74.5149
Everest Institute-Marietta,30067,30067,33.9282,-84.4733
The Creative Center,68164,68164,41.2955,-96.1008
Moberly Area Technical Center,65270,65270,39.4202,-92.4358
Studio Jewelers,10016-4112,10016,40.7443,-73.9781
Praxis Institute,33135,33135,25.7664,-80.2317
American College of Traditional Chinese Medicine,94107,94107,37.7621,-122.3971
Herndon Career Center,64138-2695,64138,38.9528,-94.4705
San Juan Bautista School of Medicine,00725-4968,00725,,
Texas Health and Science University,78704,78704,30.2428,-97.7658
Carver Career Center,25306-6397,25306,38.3175,-81.5274
New Hampshire Institute of Art,03104-4858,03104,43.0073,-71.4482
StenoTech Career Institute-Fairfield,08854-3756,08854,40.5515,-74.459
Cayuga Onondaga BOCES-Practical Nursing Program,13021,13021,42.93,-76.5626
Clearfield County Career and Technology Center,16830,16830,41.021,-78.4435
Cleveland Municipal School District Adult and Continuing Education,44102,44102,41.4735,-81.7398
Colegio de Cinematografia Artes y Television,00961,00961,,
Delaware County Technical School-Practical Nursing Program,19008,19008,39.9747,-75.3602
Everest College-Torrance,90501,90501,33.8268,-118.3118
The Institute for Health Education,07306,07306,40.7321,-74.066
Mid-Del Technology Center,73110-4825,73110,35.4605,-97.3974
BIR Training Center,60659,60659,41.9972,-87.7166
New York Institute of Massage Inc,14221,14221,42.9685,-78.7492
Jolie Hair and Beauty Academy-Ludlow,01056,01056,42.1728,-72.471
Dutchess BOCES-Practical Nursing Program,12601-6599,12601,41.7035,-73.9117
Education Service Center-Region 2,78401,78401,27.7941,-97.403
Escuela Tecnica de Electricidad,00730-4875,00730,,
Institute of Technology,93612,93612,36.8149,-119.7106
Garnet Career Center,25301,25301,38.349,-81.6306
Genesee Valley BOCES-Practical Nursing Program,14020,14020,43.0003,-78.1929
Hamilton Fulton Montgomery BOCES-Practical Nursing Program,12095,12095,43.0069,-74.3715
The Colorado Center for Medical Laboratory Science,80218-1281,80218,39.7327,-104.9717
Henrico County-Saint Marys Hospital School of Practical Nursing,23229,23229,37.4638,-77.398
Herkimer County BOCES-Practical Nursing Program,13350,13350,43.0307,-74.9876
Graduate America College,75040-3294,75040,32.9227,-96.6248
Dewey University-Hato Rey,00910-9538,00910,,
Cape Coral Technical College,33993-2479,33993,26.6786,-82.0254
Massachusetts General Hospital Dietetic Internship,02114-2696,02114,42.3611,-71.0682
UPMC Mercy School of Nursing,15219-5166,15219,40.4423,-79.983
American Beauty Academy,20902-1911,20902,39.04,-77.0444
New Directions Hair Academy,37027-2903,37027,36.0063,-86.7909
Northland Career Center,64079,64079,39.3602,-94.789
Norwich Technical High School/Adult Licensed Practical Nurse Program,06360-2425,06360,41.5371,-72.0849
Ocean County Vocational-Technical School,08753,08753,39.9771,-74.1565
Putnam Westchester BOCES-Practical Nursing Program,10598-4399,10598,41.2999,-73.7924
Sullivan County BOCES-Practical Nursing Program,12754,12754,41.7962,-74.7484
Brightwood College-San Antonio-Ingram,78238,78238,29.451,-98.6169
Trinity College of Puerto Rico,00716-1111,00716,,
Virginia Sewing Machines and School Center,90255-4199,90255,33.9769,-118.2161
Vogue Beauty and Barber School,30141-2226,30141,33.8673,-84.7699
Yeshiva of the Telshe Alumni,10471-2897,10471,40.9011,-73.9053
Northeast Technology Center-Kansas,74347,74347,36.2161,-94.8114
Kenneth Shuler School of Cosmetology-Rock Hill,29732,29732,34.9681,-81.0489
DeVry College of New York,10016-5267,10016,40.7443,-73.9781
DeVry University-Indiana,46240-2158,46240,39.9069,-86.1238
University of Phoenix-Washington,98188-8553,98188,47.4483,-122.2731
University of Phoenix-Central Florida Campus,32819-9075,32819,28.4522,-81.4678
University of Phoenix-Oregon,97223-8328,97223,45.4403,-122.7793
CET-El Paso,79907,79907,31.7089,-106.3293
Brightwood College-Riverside,92507-0000,92507,33.9761,-117.3389
Appalachian School of Law,24614,24614,37.2967,-82.1061
LIU Hudson at Westchester,10577,10577,41.0384,-73.7156
Platt College-Ontario,91764,91764,34.0763,-117.6254
Delaware College of Art and Design,19801-3007,19801,39.7378,-75.5497
Argosy University-The Art Institute of California-Los Angeles,90405-3035,90405,34.01,-118.4717
American University of Health Sciences,90755-3612,90755,33.8029,-118.1677
Career Networks Institute,92705,92705,33.754,-117.7919
Monty Tech,01420,01420,42.5796,-71.8031
Okaloosa Technical College,32547,32547,30.4487,-86.6255
Lincoln Technical Institute-Lincoln,02865,02865,41.9089,-71.4348
Wayne County Schools Career Center,44677,44677,40.8592,-81.8633
Blessing Hospital School of Medical Laboratory Technology,62305-7005,62305,39.9601,-91.3026
Carolinas College of Health Sciences,28217,28217,35.1714,-80.9084
Lester E Cox Medical Center-School of Medical Technology,65807-5210,65807,37.1668,-93.3085
Western Governors University,84107,84107,40.6568,-111.8904
California Aeronautical University,93308,93308,35.4244,-119.0433
Sullivan and Cogliano Training Center,33014,33014,25.8963,-80.3063
Herzing University-New Orleans,70002,70002,30.0098,-90.163
Spencerian College-Lexington,40504,40504,38.0406,-84.5433
Florida Gulf Coast University,33965-6565,33965,26.4637,-81.7722
Harris School of Business-Sanford Campus,04073,04073,43.4285,-70.7585
Little Priest Tribal College,68071-0270,68071,42.2339,-96.4685
National Labor College,20903-1706,20903,39.0095,-76.9846
ITT Technical Institute-Richardson,75080,75080,32.966,-96.7452
South Louisiana Community College,70506-4109,70506,30.2077,-92.0656
HRDE-Stanley Technical Institute-Parkersburg,26101,26101,39.2644,-81.5354
Pima Medical Institute-Chula Vista,91910,91910,32.6371,-117.0676
Lincoln College of Technology-Marietta,30067,30067,33.9282,-84.4733
Academy of Hair Design-Lufkin,75904,75904,31.3489,-94.8327
Pathway Vocational Academy,77701-4650,77701,30.0688,-94.1039
Anson College of Cosmetology,28170-2147,28170,34.9809,-80.0696
Cortiva Institute,21090,21090,39.2092,-76.6681
Charter College-Canyon Country,91351,91351,34.4262,-118.449
David Demuth Institute of Cosmetology,47374-4101,47374,39.8324,-84.8936
Toni & Guy Hairdressing Academy-Worcester,01605-2213,01605,42.2894,-71.7888
Northwest HVAC/R Training Center,99207,99207,47.6977,-117.3746
L T International Beauty School,19130,19130,39.9677,-75.1735
Business Skills Institute,82930,82930,41.2609,-110.9631
Michigan Jewish Institute,48322-3032,48322,42.5424,-83.3793
Myotherapy Institute,68510,68510,40.8063,-96.6545
Florida College of Integrative Medicine,32809-5721,32809,28.4637,-81.3948
New Professions Technical Institute,33134,33134,25.768,-80.2714
Strand College of Hair Design,29572,29572,33.7587,-78.8044
Cosmetology Career Institute,75402,75402,33.1047,-96.0927
Branford Hall Career Institute-Southington Campus,06489,06489,41.6052,-72.8727
City College-Miami,33156,33156,25.6682,-80.2973
ITT Technical Institute-Arnold,63010,63010,38.4305,-90.387
ITT Technical Institute-Oak Brook,60523,60523,41.8371,-87.9638
ITT Technical Institute-Albany,12205,12205,42.7198,-73.8207
ITT Technical Institute-Liverpool,13088-6651,13088,43.1099,-76.187
Ilisagvik College,99723,99723,71.2346,-156.8174
Community College of Baltimore County,21237,21237,39.3361,-76.5014
Golf Academy of America-Myrtle Beach,29579,29579,33.7377,-78.9787
Florida Coastal School of Law,32246,32246,30.2933,-81.5092
White Earth Tribal and Community College,56557,56557,47.3362,-95.8856
Centura College-North Charleston,29406,29406,32.9352,-80.0325
Blue Cliff College-Metairie,70002-5714,70002,30.0098,-90.163
Creative Images Institute of Cosmetology-North Dayton,45414,45414,39.8285,-84.2024
Dewey University-Carolina,00986,00986,,
University of Phoenix-South Florida Campus,33027-4145,33027,25.9974,-80.3248
University of Phoenix-North Florida Campus,32216-0959,32216,30.2787,-81.5831
University of Phoenix-West Florida Campus,33637-1920,33637,28.0338,-82.3659
University of Phoenix-Maryland,21045-5423,21045,39.2051,-76.8322
University of Phoenix-Oklahoma City Campus,73116-8244,73116,35.5463,-97.5642
University of Phoenix-Tulsa Campus,74134-1412,74134,36.1162,-95.8225
Louisiana State University Health Sciences Center-Shreveport,71103,71103,32.4945,-93.7727
Central Career Institute LLC,07080-2408,07080,40.5839,-74.4147
Franklin Career Institute,11220,11220,40.6412,-74.0133
Montessori Institute of Milwaukee,53204-1504,53204,43.0158,-87.9317
Hair Academy II,20748-1401,20748,38.8222,-76.9478
Pryor Beauty College,74361,74361,36.2921,-95.3129
Argosy University-Phoenix,85029,85029,33.5961,-112.1199
Mr Leon's School of Hair Design-Lewiston,83501,83501,46.3646,-116.8609
Vatterott College-St Joseph,64506,64506,39.7893,-94.8043
Vatterott College-Sunset Hills,63127-1516,63127,38.5355,-90.407
Anthem College-Orlando,32803,32803,28.5559,-81.3535
Southwest Acupuncture College-Boulder,80301,80301,40.0497,-105.2143
Cortiva Institute-Orem,84057,84057,40.3134,-111.6953
Valley Beauty School,26101,26101,39.2644,-81.5354
River Parishes Community College,70737,70737,30.2473,-90.918
Los Angeles Film School,90028,90028,34.1005,-118.3254
Argosy University-Orange County,92704,92704,33.7249,-117.909
Dewey University-Bayamon,00959-0000,00959,,
Remington College-Largo Campus,33771-3842,33771,27.9085,-82.7568
National American University-Bloomington,55425-5550,55425,44.8427,-93.2363
A.B.I. School of Barbering & Cosmetology of Chelsea Inc.,10001-5271,10001,40.7484,-73.9967
Century College,00918,00918,,
Connecticut Training Centers Inc,06108,06108,41.7803,-72.618
FINE Mortuary College,02062,02062,42.1868,-71.2033
International Baptist College and Seminary,85286,85286,33.2711,-111.8311
Gwinnett College,27616,27616,35.8673,-78.5381
Fortis College-Foley,36535,36535,30.4007,-87.6857
Medical Training College,70816-5820,70816,30.4273,-91.0356
Mattia College,33175,33175,25.7341,-80.4068
Toni & Guy Hairdressing Academy-Plano,75093,75093,33.0299,-96.7889
Universal Career Community College Inc,00902,00902,,
Willsey Institute,10301-1989,10301,40.6316,-74.0927
University of Connecticut-Waterbury Campus,06702,06702,41.5566,-73.0385
University of Connecticut-Avery Point,06340-6097,06340,41.3572,-72.0579
